きゆうひつ,休筆
きゆうこう,休耕
きゆうかん,休閑
ゆうきゆう,遊休
ていしよく,停職
おくらいり,お蔵入り
りゆうかい,流会
こしくたけ,腰砕け
きやくとめ,客止め
ていりゆう,停留
ちゆうしや,駐車
ちゆうりん,駐輪
ふなかかり,船掛かり
とうひよう,投錨
なかつつき,長続き
つつけさま,続けざま
たてつつけ,立て続け
ふつつつけ,ぶっ続け
ふつとおし,ぶっ通し
ひきつつき,引き続き
たちとおし,立ち通し
あるきつめ,歩きづめ
むていしや,無停車
あめあられ,雨あられ
きれつつき,切れ続き
くりかえし,繰り返し
りふれえん,リフレーン
むしかえし,蒸し返し
えんとれす,エンドレス
けいしよう,継承
しようけい,承継
しようせん,承前
ちゆうけい,中継
とうしゆう,踏襲
しゆうめい,襲名
そうしよう,相承
りゆうねん,留年
しうんてん,試運転
きようしん,共振
きようめい,共鳴
みやくとう,脈動
みやくはく,脈拍
りゆうとう,流動
しようとう,聳動
しゆんとう,蠢動
はねかえり,跳ね返り
はねかえし,跳ね返し
はねあかり,跳ね上がり
ひつちんく,ピッチング
ろおりんく,ローリング
ゆりかえし,揺り返し
ゆりもとし,揺り戻し
からまわり,空回り
からふかし,空ぶかし
かきまわし,かき回し
ていちやく,定着
つくりつけ,作り付け
はめころし,はめ殺し［～窓］
けいりゆう,係留
しようりつ,聳立（しょうりつ）
りつきやく,立脚
よこたおし,横倒し
つきたおし,突き倒し
ひきたおし,引き倒し
おしたおし,押し倒し
ともたおれ,共倒れ
うらかえし,裏返し
けいしゆつ,掲出
ふらさかり,ぶら下がり
ちゆうつり,宙釣り
たれさかり,垂れ下がり
ひつかかり,引っ掛かり
わんうええ,ワンウェー
しゆうこう,舟航
しゆうこう,就航
ちよつこう,直航
しゆんこう,巡航
しゆうこう,周航
きゆうこう,急行
はやおくり,早送り［テープ］
こまおくり,こま送り
ちよつこう,直行
まわりみち,回り道
とおまわり,遠回り
おおまわり,大回り
きよくせつ,曲折
はつしよう,跋渉（ばっしょう）
きようほん,狂奔
ちやんねる,チャンネル
ろし・ろし,路次
みちしゆん,道順
ちかまわり,近回り
しようけい,捷径（しょうけい）
こうくうろ,航空路
えあらいん,エアライン
ほきゆうろ,補給路
りようとう,糧道
かえりみち,帰り道
ゆきとまり,行（ゆ）き止まり
いきとまり,行（い）き止まり
ゆきつまり,行（ゆ）き詰まり
いきつまり,行（い）き詰まり
つきあたり,突き当たり
とおりぬけ,通り抜け
てんしゆう,転住
かちわたり,かち渡り
えつきよう,越境
はつちやく,発着
ちやくはつ,着発
しゆつはつ,出発
しゆつとう,出動
かいしゆつ,外出
しゆつたつ,出立（しゅったつ）
かしまたち,鹿島（かしま）立ち
たいいつほ,第一歩
しゆつはん,出帆
しゆつこう,出航
しゆつこう,出港
しゆつきよ,出漁（しゅつぎょ）
はつひよう,抜錨
しゆつかん,出棺
しゆうはつ,終発
こおるいん,ゴールイン
らいちやく,来着
さんちやく,参着
あんちやく,安着
せんちやく,先着
そうちやく,早着
とうちやく,同着
えんちやく,延着
ふしちやく,不時着
しんちやく,新着
きんちやく,近着
ひつちやく,必着
とうちやく,到着
ちやくりく,着陸
しようりく,上陸
ちやくすい,着水
ちやくかん,着岸
にゆうせん,入船
ちやくせん,着船
ちやつかん,着艦
ちやくにん,着任
おくにいり,お国入り
ちやつきん,着金
たんちやく,弾着
こそくろう,御足労
いそきあし,急ぎ足
ひとはしり,一走り
きやくそう,逆走
ひたはしり,ひた走り
きやろつふ,ギャロップ
かえるとひ,かえる跳び
よこつとひ,横っ跳び
ちようやく,跳躍
かつしよう,滑翔
りゆうとう,流動
こうりゆう,交流
たいりゆう,対流
かんりゆう,貫流
かんりゆう,還流
かんりゆう,環流
ふんりゆう,噴流
よこなかれ,横流れ
ほうりゆう,放流
うわすへり,上滑り
よこすへり,横滑り
すへりこみ,滑り込み
ほとはしり,ほとばしり
へいしゆつ,迸出（へいしゅつ）
しゆうかい,周回
いつしゆう,一周
せんしゆう,全周
はんしゆう,半周
みきまわり,右回り
にしまわり,西回り
うちまわり,内回り
そとまわり,外回り
おおまわり,大回り
いちしゆん,一巡
ひとまわり,一回り
ひとめくり,一巡り
しゆんかい,巡回
しゆんこう,巡行
しゆんこう,巡幸
しゆんれき,巡歴
しゆんよう,巡洋
しゆんこう,巡航
しゆんかん,循環
ちのめくり,血の巡り
もちまわり,持ち回り
ひきまわし,引き回し
ちよくつう,直通
とおりぬけ,通り抜け
かせとおし,風（かぜ）通し
かさとおし,風（かざ）通し
しゆうかん,縦貫
しゆうたん,縦断
しゆうそう,縦走
とらはあす,トラバース
ふてつてい,不徹底
しんしゆん,浸潤
りゆうてん,流伝（りゅうでん）
りゆうつう,流通（りゅうつう）
りゆうこう,流行
せんきよう,宣教
しようけつ,猖獗（しょうけつ）
とうしよう,同乗
つゆはらい,露払い
さきはらい,先払い
きようとう,嚮導（きょうどう）
すいしゆう,随従
はいしゆう,陪従
ついしゆう,追従（ついじゅう）
てんしよう,添乗
えすこおと,エスコート
ゆきちかい,行（ゆ）き違い
いきちかい,行（い）き違い
すれちかい,擦れ違い
さきまわり,先回り
こほうぬき,ごぼう抜き
きゆうつい,急追
ついきゆう,追及
おいおとし,追い落とし
えすけえふ,エスケープ
とうひこう,逃避行
みやこおち,都落ち
しゆつほん,出奔
にけかくれ,逃げ隠れ
きよしゆう,去就
ちよくしん,直進
ちよくおう,直往
きゆうしん,急進
しんしゆつ,進出
しんにゆう,進入
しんちよく,進捗（しんちょく）
ととこおり,滞り
しゆうたい,渋滞
きようたい,凝滞
たちすくみ,立ちすくみ
ゆきつまり,行（ゆ）き詰まり
いきつまり,行（い）き詰まり
ゆきなやみ,行（ゆ）き悩み
いきなやみ,行（い）き悩み
さんすくみ,三すくみ
しゆんこう,順行
きやつこう,逆行
きやくてん,逆転
あともとり,後戻り
さしもとし,差し戻し
さけもとし,下げ戻し
おりかえし,折り返し
ゆうたあん,Ｕターン
ひきかえし,引き返し
まわれみき,回れ右
あとすさり,後ずさり
あとしさり,後じさり
たいきやく,退却
ほくしよう,北上
とうしよう,東上
さんしよう,参上
さんにゆう,参入
ゆきかえり,行（ゆ）き帰り
いきかえり,行（い）き帰り
ゆきもとり,行（ゆ）き戻り
いきもとり,行（い）き戻り
こうりゆう,交流
ひととおり,人通り
ゆき・いき,行き
しゆつきん,出勤
しゆつしや,出社
しゆつしよ,出所（しゅっしょ）［通勤］
しゆつこう,出講
しゆつとう,出頭
とうちよう,登庁
たいちよう,退庁
らいちやく,来着
とうちやく,到着
しようらい,将来［～目録］
らいしよう,来場
らいしよう,来省
らいきよく,来局
らいちよう,来庁
らいちよう,来朝
らいきよう,来京
らいちよう,来聴
きようこう,行幸（ぎょうこう）
きようけい,行啓
しゆんこう,巡幸
かいしゆつ,外出
しゆつこう,出向
あさかえり,朝帰り
はやかえり,早帰り
たたもとり,ただ戻り
しようらく,上洛
にゆうらく,入洛（にゅうらく）
たいきよう,退京
みやこおち,都落ち
さとかえり,里帰り
やとさかり,宿下がり
しようかん,召還
ひきかえし,引き返し
ひきもとし,引き戻し
しゆつほつ,出没
ふんしゆつ,噴出
ほんしゆつ,奔出
ゆうしゆつ,湧出
しんしゆつ,滲出
かいしゆつ,外出
そとあるき,外歩き
たつきやく,脱却
たつしゆつ,脱出
ろうやふり,牢破り
しんしゆつ,進出
てんしゆつ,転出
しゆつるい,出塁
しゆつこく,出国
たいきよう,退京
しゆつこう,出港
しゆつこく,出獄
しゆつろう,出牢
しゆつしよ,出所（しゅっしょ）［刑務所］
しゆつせき,出席
しゆつこう,出校
しゆつてい,出廷
しゆつしん,出陣
しゆつとう,出動
たいしゆつ,退出
たいしよう,退場
たいりよう,退寮
たいしゆつ,帯出
ていしゆつ,提出
はらいたし,払い出し
てきしゆつ,摘出
しほりたし,絞り出し
ほりおこし,掘り起こし
すくいたし,救い出し
かつきたし,担ぎ出し
はこひたし,運び出し
はんしゆつ,搬出
おくりたし,送り出し
しゆつしや,出車
しゆつてん,出店（しゅってん）
しゆつへい,出兵
しゆつさつ,出札
しゆつかん,出棺
はいしゆつ,排出
はいしゆう,排臭
ほうしゆつ,放出
しやしゆつ,射出
ひつこぬき,引っこ抜き
こほうぬき,ごぼう抜き
いんふつと,インプット
とうにゆう,導入
しんにゆう,進入
てんにゆう,転入
うつしいれ,移し入れ
いりひたり,入り浸り
しんにゆう,侵入
しんにゆう,浸入
せんにゆう,潜入
とつにゆう,突入
らんにゆう,乱入
ちんにゆう,闖入（ちんにゅう）
かいにゆう,介入
せんにゆう,先入
わんにゆう,湾入
にゆうこう,入構
にゆうしつ,入室
にゆうてい,入廷
にゆうこく,入国
おくにいり,お国入り
にゆうこう,入港
にゆうせん,入線
にゆうきよ,入渠（にゅうきょ）
にゆういん,入院
にゆうしよ,入所
にゆうかん,入館
にゆうえん,入園
にゆうてん,入店
にゆうきよ,入居
にゆうそん,入村
にゆうこく,入獄
にゆうろう,入牢
にゆうさん,入山
にゆうこう,入坑
にゆうかく,入学
にゆうしや,入社
にゆうかい,入会
すへりこみ,滑り込み
にゆうかん,入棺
しゆうのう,収納
しゆうよう,収容
はんにゆう,搬入
のうにゆう,納入
はさみこみ,挟み込み
そうにゆう,挿入
かいちゆう,懐中
へんにゆう,編入
あすけいれ,預け入れ
はらいこみ,払い込み
かんにゆう,嵌入
はめころし,はめ殺し［～窓］
つめあわせ,詰め合わせ
しゆうつめ,重詰め
ふうしこめ,封じ込め
ふうにゆう,封入
たいにゆう,代入
とうにゆう,投入
こんにゆう,混入
とうひよう,投票
ろうしゆつ,漏出
きゆういん,吸引
ちゆうしや,注射
ちゆうすい,注水
きゆうすい,吸水
うわつつみ,上包み
らつひんく,ラッピング
